city,temp,humidity,pressure,timestamp
Mexico,26.84,84,1010,2025-06-24 15:49:34.844045
Londres,24.44,61,1012,2025-06-24 15:49:38.038392
Brasilia,18.51,82,1022,2025-06-24 15:49:45.402950
New Delhi,32.09,70,994,2025-06-24 15:51:18.249851
Paris,27.46,36,1016,2025-06-24 15:51:22.512110
