city,timestamp,temp,pressure,humidity
Abuja,2024-05-16 09:45:00,29.2,1012.0,67
Abuja,2024-05-16 15:15:00,35.2,1007.0,43
Abuja,2024-05-17 17:00:00,30.2,1010.0,56
Abuja,2024-05-18 15:30:00,33.0,1010.0,63
Abuja,2024-05-19 15:15:00,39.4,1006.0,20
Abuja,2024-05-20 15:45:00,34.0,1010.0,53
Abuja,2024-05-21 15:45:00,35.0,1011.0,60
Abuja,2024-05-22 15:15:00,36.2,1009.0,37
Abuja,2024-05-23 15:00:00,32.0,1012.0,63
Abuja,2024-05-24 15:30:00,34.3,1008.0,40
Abuja,2024-05-25 15:00:00,32.0,1014.0,56
Abuja,2024-05-26 15:15:00,33.0,1012.0,63
Abuja,2024-05-27 15:30:00,34.0,1012.0,56
Abuja,2024-05-28 15:30:00,34.0,1012.0,63
Abuja,2024-05-29 15:00:00,32.0,1013.0,67
Abuja,2024-05-30 15:00:00,30.0,1014.0,62
Abuja,2024-05-31 15:15:00,33.0,1013.0,59
Abuja,2024-06-01 15:30:00,32.0,1013.0,67
Abuja,2024-06-02 15:00:00,29.0,1013.0,75
Abuja,2024-06-03 15:15:00,35.1,1010.0,40
Abuja,2024-06-04 15:15:00,29.0,1012.0,70
Abuja,2024-06-05 15:15:00,31.0,1013.0,71
Abuja,2024-06-06 15:00:00,25.0,1013.0,89
Abuja,2024-06-07 15:00:00,28.3,1016.0,74
Abuja,2024-06-08 15:15:00,30.2,1012.0,62
Abuja,2024-06-09 15:15:00,31.3,1012.0,66
Abuja,2024-06-10 15:15:00,31.3,1013.0,66
Abuja,2024-06-11 15:00:00,29.2,1015.0,66
Abuja,2024-06-12 15:15:00,31.9,1010.0,49
Abuja,2024-06-13 15:00:00,32.1,1013.0,59
Abuja,2024-06-14 15:00:00,29.0,1012.0,75
Abuja,2024-06-15 15:00:00,26.7,1011.0,73
Abuja,2024-06-16 14:45:00,28.6,1010.0,65
Abuja,2024-06-17 15:00:00,31.4,1014.0,66
Abuja,2024-06-18 15:00:00,35.5,1009.0,37
Abuja,2024-06-19 14:45:00,31.2,1012.0,66
Abuja,2024-06-20 14:45:00,31.7,1010.0,57
Abuja,2024-06-21 14:45:00,29.2,1014.0,62
Abuja,2024-06-22 14:45:00,32.3,1014.0,63
Abuja,2024-06-23 14:45:00,32.2,1013.0,63
Abuja,2024-06-24 14:45:00,23.2,1011.0,94
Abuja,2024-06-25 14:15:00,30.5,1010.0,60
Abuja,2024-06-26 14:30:00,26.2,1014.0,79
Abuja,2024-06-27 14:15:00,31.4,1012.0,66
Abuja,2024-06-28 14:15:00,29.3,1014.0,70
Abuja,2024-06-29 13:45:00,27.2,1013.0,84
Abuja,2024-06-30 14:30:00,30.3,1014.0,70
Abuja,2024-07-01 14:15:00,28.1,1015.0,79
Abuja,2024-07-02 14:15:00,30.0,1013.0,70
Abuja,2024-07-03 14:00:00,28.1,1011.0,72
Abuja,2024-07-04 14:15:00,29.1,1015.0,70
Abuja,2024-07-05 13:45:00,28.4,1015.0,74
Abuja,2024-07-06 14:15:00,30.2,1014.0,70
Abuja,2024-07-07 14:00:00,28.1,1014.0,79
Abuja,2024-07-08 14:00:00,27.2,1015.0,79
Abuja,2024-07-09 13:45:00,29.4,1014.0,70
Abuja,2024-07-10 14:00:00,31.4,1014.0,63
Abuja,2024-07-11 13:45:00,27.1,1014.0,79
Abuja,2024-07-12 14:00:00,28.3,1015.0,74
Abuja,2024-07-13 14:00:00,25.3,1013.0,88
Abuja,2024-07-14 14:15:00,29.2,1015.0,75
Abuja,2024-07-15 14:00:00,26.3,1016.0,89
Abuja,2024-07-16 13:45:00,28.1,1015.0,79
Abuja,2024-07-17 13:45:00,26.2,1015.0,84
Abuja,2024-07-18 13:45:00,27.0,1015.0,84
Abuja,2024-07-19 13:30:00,25.4,1015.0,89
Abuja,2024-07-20 13:45:00,27.2,1014.0,79
Abuja,2024-07-23 13:30:00,25.1,1017.0,88
Abuja,2024-07-24 13:45:00,25.2,1015.0,88
Abuja,2024-07-25 13:15:00,24.9,1014.0,88
