city,lat,lon,month,year,temp,humidity,rain
Dresden,51.0509,13.7383,7,2025,12.33,86,
Dresden,51.0509,13.7383,7,2025,12.02,84,0.0
Dresden,51.0509,13.7383,7,2025,12.41,87,0.0
Dresden,51.0509,13.7383,7,2025,12.17,87,0.0
Dresden,51.0509,13.7383,7,2025,12.8,88,0.0
Dresden,51.0509,13.7383,7,2025,20.03,49,0.0
Dresden,51.0509,13.7383,7,2025,21.81,48,0.0
Dresden,51.0509,13.7383,7,2025,21.66,43,0.0
