city,lat,lon,month,year,temp,humidity,rain
Cologne,50.9333,6.95,7,2025,14.64,79,
Cologne,50.9333,6.95,7,2025,14.64,80,
Cologne,50.9333,6.95,7,2025,14.55,80,
Cologne,50.9333,6.95,7,2025,13.39,83,0.0
Cologne,50.9333,6.95,7,2025,13.88,83,0.0
Cologne,50.9333,6.95,7,2025,13.8,83,0.0
Cologne,50.9333,6.95,7,2025,19.05,66,0.0
Cologne,50.9333,6.95,7,2025,19.96,59,0.0
Cologne,50.9333,6.95,7,2025,20.46,55,0.0
