city,lat,lon,month,year,temp,humidity,rain
Stuttgart,48.7823,9.177,7,2025,16.51,82,
Stuttgart,48.7823,9.177,7,2025,16.43,82,
Stuttgart,48.7823,9.177,7,2025,16.2,81,0.0
Stuttgart,48.7823,9.177,7,2025,16.77,80,0.0
Stuttgart,48.7823,9.177,7,2025,16.65,77,0.0
Stuttgart,48.7823,9.177,7,2025,16.04,79,0.0
Stuttgart,48.7823,9.177,7,2025,15.87,78,0.0
Stuttgart,48.7823,9.177,7,2025,20.71,61,0.0
Stuttgart,48.7823,9.177,7,2025,21.66,60,0.0
Stuttgart,48.7823,9.177,7,2025,22.02,59,0.0
