city,lat,lon,month,year,temp,humidity,rain
Leipzig,51.342,12.375,7,2025,12.85,68,
Leipzig,51.342,12.375,7,2025,12.5,69,
Leipzig,51.342,12.375,7,2025,12.58,69,0.0
Leipzig,51.342,12.375,7,2025,12.58,71,0.0
Leipzig,51.342,12.375,7,2025,12.58,72,0.0
Leipzig,51.342,12.375,7,2025,18.32,57,0.0
Leipzig,51.342,12.375,7,2025,20.6,47,0.0
Leipzig,51.342,12.375,7,2025,20.77,47,0.0
