city,lat,lon,month,year,rain,temp,humidity
Dusseldorf,51.2217,6.7762,7,2025,0.1,18.32,82
Dusseldorf,51.2217,6.7762,7,2025,0.0,18.32,82
Dusseldorf,51.2217,6.7762,7,2025,0.32,18.18,82
