city,lat,lon,month,year,rain,temp,humidity
Leipzig,51.342,12.375,7,2025,0.0,28.23,28
Leipzig,51.342,12.375,7,2025,0.0,27.44,29
Leipzig,51.342,12.375,7,2025,0.0,27.43,29
Leipzig,51.342,12.375,7,2025,0.0,26.62,31
Leipzig,51.342,12.375,7,2025,0.0,26.44,31
Leipzig,51.342,12.375,7,2025,0.0,25.06,31
Leipzig,51.342,12.375,7,2025,0.0,24.04,36
