city,lat,lon,month,year,rain,temp,humidity
Munich,48.1374,11.5755,7,2025,0.0,28.96,40
Munich,48.1374,11.5755,7,2025,0.0,27.2,63
Munich,48.1374,11.5755,7,2025,0.0,27.2,64
Munich,48.1374,11.5755,7,2025,0.0,26.28,48
