city,lat,lon,month,year,rain,temp,humidity
Berlin,52.5244,13.4105,7,2025,0.0,27.82,31
Berlin,52.5244,13.4105,7,2025,0.0,26.61,32
Berlin,52.5244,13.4105,7,2025,0.0,26.6,32
Berlin,52.5244,13.4105,7,2025,0.0,26.32,34
Berlin,52.5244,13.4105,7,2025,0.0,26.3,34
