city,lat,lon,month,year,rain,temp,humidity
Stuttgart,48.7823,9.177,7,2025,0.0,29.43,31
Stuttgart,48.7823,9.177,7,2025,0.0,27.74,30
Stuttgart,48.7823,9.177,7,2025,0.0,26.85,31
Stuttgart,48.7823,9.177,7,2025,0.0,26.37,33
