city,lat,lon,month,year,rain,temp,humidity
Frankfurt,50.1167,8.6833,7,2025,0.0,29.11,27
Frankfurt,50.1167,8.6833,7,2025,0.0,28.06,26
Frankfurt,50.1167,8.6833,7,2025,0.0,27.77,30
Frankfurt,50.1167,8.6833,7,2025,0.23,27.43,31
Frankfurt,50.1167,8.6833,7,2025,0.0,26.63,32
